taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
5039856	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina chalcites Germar, 1839	Germar, 1839	Ceratina chalcites	Ceratina	chalcites		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039755	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina manni Cockerell, 1912	Cockerell, 1912	Ceratina manni	Ceratina	manni		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039913	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina kosemponis Strand, 1913	Strand, 1913	Ceratina kosemponis	Ceratina	kosemponis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039906	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina moricei Friese, 1899	Friese, 1899	Ceratina moricei	Ceratina	moricei		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039833	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina satoi Yasumatsu, 1936	Yasumatsu, 1936	Ceratina satoi	Ceratina	satoi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039764	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina citrinifrons Cockerell, 1937	Cockerell, 1937	Ceratina citrinifrons	Ceratina	citrinifrons		species		Cockerell, T.D.A. 1937. African bees of the genera Ceratina, Halictus and Megachile. 254 pp. William Clowes and Sons, London	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039805	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina lativentris Friese, 1905	Friese, 1905	Ceratina lativentris	Ceratina	lativentris		species		Friese, H. (1905). Die Keulhornbienen Afrikas. Genus Ceratina (Hym.). Wiener Entomologische Zeitung, Vol. 24.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
10551843	c8227bb4-4143-443f-8cb2-51f9576aff14	1341198			Ceratina apatela Engel, 2018	Engel, 2018	Ceratina apatela	Ceratina	apatela		species		Engel, Michael S. 2018. Replacement names for two small carpenter bees from India (Hymenoptera: Apidae, Ceratina). Entomologist's monthly magazine 154(4): 296-298.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039948	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina lucidula Smith, 1854	Smith, 1854	Ceratina lucidula	Ceratina	lucidula		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039929	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina montana Holmberg, 1886	Holmberg, 1886	Ceratina montana	Ceratina	montana		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039797	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina sauteri Strand, 1913	Strand, 1913	Ceratina sauteri	Ceratina	sauteri		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039939	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina okinawana Matsumura & Uchida, 1926	Matsumura & Uchida, 1926	Ceratina okinawana	Ceratina	okinawana		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040033	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina arabiae (Daly, 1983)	(Daly, 1983)	Ceratina arabiae	Ceratina	arabiae		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039821	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina ahngeri Kokujev, 1905	Kokujev, 1905	Ceratina ahngeri	Ceratina	ahngeri		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
9174859	c8227bb4-4143-443f-8cb2-51f9576aff14	1341198			Ceratina himalayana Shiokawa, 2008	Shiokawa, 2008	Ceratina himalayana	Ceratina	himalayana		species		Shiokawa, Makoto. 2008. Synopsis of the bee genus Ceratina (Insecta: Hymenoptera: Apidae) in Nepal, with descriptions of five new species and one new subspecies. Species Diversity 13(4): 201–220.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040073	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina flavolateralis Cockerell, 1916	Cockerell, 1916	Ceratina flavolateralis	Ceratina	flavolateralis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039961	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina gnoma Eardley & Daly, 2007	Eardley & Daly, 2007	Ceratina gnoma	Ceratina	gnoma		species		Eardley, C.D. and H.V. Daly. 2007. Bees of the genus Ceratina Latreille in southern Africa (Hymenoptera, Apoidea). Entomofauna supplement 13: 1-96	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039900	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina viridifrons Cockerell, 1934	Cockerell, 1934	Ceratina viridifrons	Ceratina	viridifrons		species		Cockerell, T.D.A. 1934. Some bees of the genus Ceratina from Africa. American Museum Novitates 736: 1-4	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039772	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina mandibularis Friese, 1896	Friese, 1896	Ceratina mandibularis	Ceratina	mandibularis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039876	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina muelleri Friese, 1910	Friese, 1910	Ceratina muelleri	Ceratina	muelleri		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039867	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina pacifica H.S.Smith, 1907	H.S.Smith, 1907	Ceratina pacifica	Ceratina	pacifica		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039887	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina catamarcensis Schrottky, 1907	Schrottky, 1907	Ceratina catamarcensis	Ceratina	catamarcensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040009	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina compacta Smith, 1879	Smith, 1879	Ceratina compacta	Ceratina	compacta		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039798	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina ericia Vachal, 1903	Vachal, 1903	Ceratina ericia	Ceratina	ericia		species		Vachal, J. 1903. Hyménoptères du Congo Francais Rapportés par l'ingénieur J. Bouyssou. Mellifera. Annales de la Société Entomologique de France 72: 358-400	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039991	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina rufipes Smith, 1879	Smith, 1879	Ceratina rufipes	Ceratina	rufipes		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039878	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina samburuensis Cockerell, 1910	Cockerell, 1910	Ceratina samburuensis	Ceratina	samburuensis		species		Cockerell, T.D.A. 1910. New and little-known bees. Transactions of the American Entomological Society 36: 199-249	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039970	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina bryanti Cockerell, 1919	Cockerell, 1919	Ceratina bryanti	Ceratina	bryanti		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039760	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina takasagona Shiokawa & Hirashima, 1982	Shiokawa & Hirashima, 1982	Ceratina takasagona	Ceratina	takasagona		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
10833188	c8227bb4-4143-443f-8cb2-51f9576aff14	1341198			Ceratina fioreseana de Oliveira, 2020	de Oliveira, 2020	Ceratina fioreseana	Ceratina	fioreseana		species		de Oliveira, Favízia F., Lívia R. De S. Silva, Fernando C. V. Zanella, Caroline T. Garcia, Heber L. Pereira, Cláudia Quaglierini & Camila M. Pigozzo. 2020. A new species of Ceratina (Ceratinula) Moure, 1941, with notes on the taxonomy and distribution of Ceratina (Ceratinula) manni Cockerell, 1912, and an identification key for species of this subgenus known from Brazil (Hymenoptera, Apidae, Ceratinini). ZooKeys 1006: 137-165.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039999	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina braunsiana Friese, 1905	Friese, 1905	Ceratina braunsiana	Ceratina	braunsiana		species		Friese, H. (1905). Die Keulhornbienen Afrikas. Genus Ceratina (Hym.). Wiener Entomologische Zeitung, Vol. 24.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040068	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina tropidura Moure, 1941	Moure, 1941	Ceratina tropidura	Ceratina	tropidura		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040019	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina dentiventris Gerstäcker, 1869	Gerstäcker, 1869	Ceratina dentiventris	Ceratina	dentiventris		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039747	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina kraussi Michener, 1954	Michener, 1954	Ceratina kraussi	Ceratina	kraussi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
1341828	7ddf754f-d193-4cc9-b351-99906754a03b	1341822			Melitoma ipomoearum Ducke, 1913	Ducke, 1913	Melitoma ipomoearum	Melitoma	ipomoearum		species		Ducke, A. (1913). Die natürlichen Bienengenera Südamerikas. Zoologische Jahrbücher, Abteilung Für Systematik, Geographie Und Biologie Der Tiere, Vol. 34.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Melitoma
5039739	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina fastigiata Fox, 1896	Fox, 1896	Ceratina fastigiata	Ceratina	fastigiata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040024	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina personata Friese, 1905	Friese, 1905	Ceratina personata	Ceratina	personata		species		Friese, H. (1905). Die Keulhornbienen Afrikas. Genus Ceratina (Hym.). Wiener Entomologische Zeitung, Vol. 24.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039763	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina pembana Cockerell, 1935	Cockerell, 1935	Ceratina pembana	Ceratina	pembana		species		Cockerell, T.D.A. 1935. Bees from Eritrea, Northwest Africa. American Museum Novitates 809: 1-6	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040088	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina flavipes Smith, 1879	Smith, 1879	Ceratina flavipes	Ceratina	flavipes		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
12254631	c8227bb4-4143-443f-8cb2-51f9576aff14	1341198			Ceratina pusilla Roig-Alsina, 2016	Roig-Alsina, 2016	Ceratina pusilla	Ceratina	pusilla		species		Roig-Alsina, Arturo. 2016. A revision of the bee genus Ceratina, subgenus Rhysoceratina (Hymenoptera, Apidae, Xylocopinae). Revista del Museo Argentino de Ciencias Naturales, n.s. 18(2): 125-146.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
8803260	c8227bb4-4143-443f-8cb2-51f9576aff14	1341198			Ceratina monstrata Sung & Shiokawa, 2012	Sung & Shiokawa, 2012	Ceratina monstrata	Ceratina	monstrata		species		Sung, I-Hsin & Makoto Shiokawa. 2012. Synopsis of the Bee Subgenus Ceratina in Taiwan, with Descriptions of Four New Species (Hymenoptera, Apidae). Japanese Journal of systematic entomology 18(1): 155-170.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040001	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina foveifera Strand, 1912	Strand, 1912	Ceratina foveifera	Ceratina	foveifera		species		Strand, E. 1912. Neue afrikanische Bienen der Gattungen Sphecodes und Ceratina. Archiv für Naturgeschichte 77: 12-27	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039932	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina rupestris Holmberg, 1884	Holmberg, 1884	Ceratina rupestris	Ceratina	rupestris		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040093	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina roseoviridis Cockerell, 1937	Cockerell, 1937	Ceratina roseoviridis	Ceratina	roseoviridis		species		Cockerell, T.D.A. 1937. African bees of the genera Ceratina, Halictus and Megachile. 254 pp. William Clowes and Sons, London	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040051	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina rothschildiana Vachal, 1909	Vachal, 1909	Ceratina rothschildiana	Ceratina	rothschildiana		species		Vachal, J. 1910. Collections recueilles par M. le Baron Maurice de Rothschild dans l'Afrique orientale Insectes hyménoptéres: Mellifres. Bulletin du Museum National d'Histoire Naturelle 15: 529-534	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039960	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina duckei Friese, 1910	Friese, 1910	Ceratina duckei	Ceratina	duckei		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039879	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina electron Cockerell, 1937	Cockerell, 1937	Ceratina electron	Ceratina	electron		species		Cockerell, T.D.A. 1937. African bees of the genera Ceratina, Halictus and Megachile. 254 pp. William Clowes and Sons, London	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039892	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina sakagamii Terzo, 1998	Terzo, 1998	Ceratina sakagamii	Ceratina	sakagamii		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039756	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina albopicta Cockerell, 1937	Cockerell, 1937	Ceratina albopicta	Ceratina	albopicta		species		Cockerell, T.D.A. 1937. African bees of the genera Ceratina, Halictus and Megachile. 254 pp. William Clowes and Sons, London	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040069	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina immaculata Friese, 1910	Friese, 1910	Ceratina immaculata	Ceratina	immaculata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039920	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina ruwenzorica Cockerell, 1937	Cockerell, 1937	Ceratina ruwenzorica	Ceratina	ruwenzorica		species		Cockerell, T.D.A. 1937. African bees of the genera Ceratina, Halictus and Megachile. 254 pp. William Clowes and Sons, London	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039908	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina ecuadoria Friese, 1917	Friese, 1917	Ceratina ecuadoria	Ceratina	ecuadoria		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039816	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina bhawani Bingham, 1908	Bingham, 1908	Ceratina bhawani	Ceratina	bhawani		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039980	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina nanula Cockerell, 1897	Cockerell, 1897	Ceratina nanula	Ceratina	nanula		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039845	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina tantilla (Moure, 1941)	(Moure, 1941)	Ceratina tantilla	Ceratina	tantilla		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040052	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina demotica Baker, 2002	Baker, 2002	Ceratina demotica	Ceratina	demotica		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040040	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina perpolita Cockerell, 1937	Cockerell, 1937	Ceratina perpolita	Ceratina	perpolita		species		Cockerell, T.D.A. 1937. African bees of the genera Ceratina, Halictus and Megachile. 254 pp. William Clowes and Sons, London	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040037	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina rasmonti Terzo, 1998	Terzo, 1998	Ceratina rasmonti	Ceratina	rasmonti		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039915	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina carinifrons Baker, 2002	Baker, 2002	Ceratina carinifrons	Ceratina	carinifrons		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039866	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina acuta Friese, 1896	Friese, 1896	Ceratina acuta	Ceratina	acuta		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039849	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina madecassa Friese, 1900	Friese, 1900	Ceratina madecassa	Ceratina	madecassa		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
9100970	c8227bb4-4143-443f-8cb2-51f9576aff14	1341198			Ceratina grandis Shiokawa, 2015	Shiokawa, 2015	Ceratina grandis	Ceratina	grandis		species		Shiokawa, Makoto. 2015. Taxonomic Notes on the Compacta Species Group of the Genus Ceratina from the Oriental Region, with Four New Species and Two New Subspecies (Hymenoptera: Apidae). Japanese Journal of Systematic Entomology 21(1): 121-137.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040094	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina daressalamica Strand, 1912	Strand, 1912	Ceratina daressalamica	Ceratina	daressalamica		species		Strand, E. 1912. Neue afrikanische Bienen der Gattungen Sphecodes und Ceratina. Archiv für Naturgeschichte 77: 12-27	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040064	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina loa Strand, 1912	Strand, 1912	Ceratina loa	Ceratina	loa		species		Strand, & Embrik. (1912). Zoologische Ergebnisse der Expedition des Herrn G. Tessmann nach Süd-Kamerun und Spanisch-Guinea. Bienen. Mitteilungen Aus Dem Zoologischen Museum in Berlin, Vol. 6, No. 2.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
9813391	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina lieftincki van der Vecht, 1952	van der Vecht, 1952	Ceratina lieftincki	Ceratina	lieftincki		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
9648476	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina jacobsoni van der Vecht, 1952	van der Vecht, 1952	Ceratina jacobsoni	Ceratina	jacobsoni		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039925	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina japonica Cockerell, 1911	Cockerell, 1911	Ceratina japonica	Ceratina	japonica		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039904	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina gossypii Schrottky, 1907	Schrottky, 1907	Ceratina gossypii	Ceratina	gossypii		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039784	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina esakii Yasumatsu & Hirashima, 1969	Yasumatsu & Hirashima, 1969	Ceratina esakii	Ceratina	esakii		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039766	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina titusi Cockerell, 1903	Cockerell, 1903	Ceratina titusi	Ceratina	titusi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039967	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina nyassensis Strand, 1912	Strand, 1912	Ceratina nyassensis	Ceratina	nyassensis		species		Strand, E. 1912. Neue afrikanische Bienen der Gattungen Sphecodes und Ceratina. Archiv für Naturgeschichte 77: 12-27	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039794	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina nasiinsignita Strand, 1912	Strand, 1912	Ceratina nasiinsignita	Ceratina	nasiinsignita		species		Strand, & Embrik. (1912). Zoologische Ergebnisse der Expedition des Herrn G. Tessmann nach Süd-Kamerun und Spanisch-Guinea. Bienen. Mitteilungen Aus Dem Zoologischen Museum in Berlin, Vol. 6, No. 2.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039767	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina arizonensis Cockerell, 1898	Cockerell, 1898	Ceratina arizonensis	Ceratina	arizonensis		species		Cockerell, Theodore D. A. 1898. On some small bees from Arizona. Canadian Entomologist 30(9): 237-239.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039770	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina sclerops Schrottky, 1907	Schrottky, 1907	Ceratina sclerops	Ceratina	sclerops		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039847	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina yucatanica Cockerell, 1931	Cockerell, 1931	Ceratina yucatanica	Ceratina	yucatanica		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039910	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina lunata Friese, 1905	Friese, 1905	Ceratina lunata	Ceratina	lunata		species		Friese, H. (1905). Die Keulhornbienen Afrikas. Genus Ceratina (Hym.). Wiener Entomologische Zeitung, Vol. 24.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039924	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina neomexicana Cockerell, 1901	Cockerell, 1901	Ceratina neomexicana	Ceratina	neomexicana		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039891	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina wagneri Friese, 1910	Friese, 1910	Ceratina wagneri	Ceratina	wagneri		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039822	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina polita Friese, 1902	Friese, 1902	Ceratina polita	Ceratina	polita		species		Friese, Heinrich. 1902. Beitrag zur Apidenfauna der grossen Antillen (Hym.). Zeitschrift für Systematische Hymenopterologie und Dipterologie 2(4): 196-201.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040032	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina flavovaria Gussakovsky, 1933	Gussakovsky, 1933	Ceratina flavovaria	Ceratina	flavovaria		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5040063	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina denesi Terzo, 1998	Terzo, 1998	Ceratina denesi	Ceratina	denesi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039719	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina maai Shiokawa & Hirashima, 1982	Shiokawa & Hirashima, 1982	Ceratina maai	Ceratina	maai		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039922	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina stuckenbergi Eardley & Daly, 2007	Eardley & Daly, 2007	Ceratina stuckenbergi	Ceratina	stuckenbergi		species		Eardley, C.D. and H.V. Daly. 2007. Bees of the genus Ceratina Latreille in southern Africa (Hymenoptera, Apoidea). Entomofauna supplement 13: 1-96	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039820	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina tehuacana Strand, 1919	Strand, 1919	Ceratina tehuacana	Ceratina	tehuacana		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
10600407	4cec8fef-f129-4966-89b7-4f8439aba058	1341198			Ceratina minutula		Ceratina minutula	Ceratina	minutula		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039786	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina punctulata Spinola, 1841	Spinola, 1841	Ceratina punctulata	Ceratina	punctulata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039946	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina rugosissima Cockerell, 1932	Cockerell, 1932	Ceratina rugosissima	Ceratina	rugosissima		species		Cockerell, T.D.A. 1932. XXXI.—Descriptions and records of bees.—CXXXVI. Annals and Magazine of Natural History 10 (ser. 10): 267-278	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039736	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina nigerrima Friese, 1909	Friese, 1909	Ceratina nigerrima	Ceratina	nigerrima		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039744	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina rectangulifera Schwarz & Michener, 1954	Schwarz & Michener, 1954	Ceratina rectangulifera	Ceratina	rectangulifera		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039829	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina tarsata Morawitz, 1872	Morawitz, 1872	Ceratina tarsata	Ceratina	tarsata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
5039842	7ddf754f-d193-4cc9-b351-99906754a03b	1341198			Ceratina langi Cockerell, 1934	Cockerell, 1934	Ceratina langi	Ceratina	langi		species		Cockerell, T.D.A. 1934. Some bees of the genus Ceratina from Africa. American Museum Novitates 736: 1-4	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina
